localisation;siege_lib;type_d_etablissement;implantation_lib;coordonnees;bcnag_n_nature_uai_libelle_editi;services;date_ouverture;effectif;bcnag_n_type_uai_libelle_edition;uai;ur;ur_lib;etablissement_uai;sigle;identifiant_eter;identifiant_wikidata;element_wikidata;identifiant_grid;element_grid;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;code_pays;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;type_uai;nature_uai
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse>Toulouse;Université Toulouse - Jean Jaurès;Université;ECOLE ÉLÉMENTAIRE D'APPLICATION RICARDIE 3;43.5811812839,1.44973203966;Ecole élémentaire annexe d'ESPE;;1965-11-15;;Ecoles d'application du premier degré;0310160F;0312299F;ANTENNE ESPE TOULOUSE;0311383K;;FR0039;Q1933558;https://www.wikidata.org/entity/Q1933558;grid.410542.6;https://www.grid.ac/institutes/grid.410542.6;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;56 avenue de l'URSS;;;31400;TOULOUSE;;APPL;152
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Aveyron>Rodez>Rodez;Université Toulouse - Jean Jaurès;Université;ANTENNE DE RODEZ DE L'ÉCOLE SUPÉRIEURE DU PROFESSORAT ET DE L'ÉDUCATION DE L'ACADÉMIE DE TOULOUSE;44.3458137738,2.57239931439;Antenne d'école supérieure du professorat et de l'éducation;;1991-01-09;112;Formation initiale continue des professeurs;0121405M;0312877J;ESPE ACADEMIE TOULOUSE;0311383K;;FR0039;Q1933558;https://www.wikidata.org/entity/Q1933558;grid.410542.6;https://www.grid.ac/institutes/grid.410542.6;12202;Rodez;UU12402;Rodez;D012;Aveyron;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;12 RUE SARRUS;;;12000;RODEZ;;FORP;569
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse>Toulouse;Université de Toulouse 3 - Paul Sabatier;Université;IUP INGÉNIÉRIE DE LA SANTÉ                         MENTION BIO-INGÉNIÉRIE                             UNIVERSITÉ TOULOUSE 3;43.5598888752,1.46822176628;Institut universitaire professionnalisé;;1993-01-09;;Universités et INP hors écoles d'ingenieurs;0312436E;0311384L;UNIVERSITE TOULOUSE 3;0311384L;;FR0040;Q1273188;https://www.wikidata.org/entity/Q1273188;grid.15781.3a;https://www.grid.ac/institutes/grid.15781.3a;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;118  ROUTE DE NARBONNE;;;31062;TOULOUSE CEDEX 9;;UNIV;541
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse>Toulouse;Institut supérieur de l'aéronautique et de l'espace;Grand établissement relevant d'un autre département ministériel;INSTITUT SUPÉRIEUR DE L'AÉRONAUTIQUE ET DE L'ESPACE À TOULOUSE;43.5656236231,1.47407476853;Ecole d'ingénieurs publique (hors tutelle MESR) ou privée;;2007-01-10;974;Ecoles d'ingénieurs;0312760G;0312760G;INST SUP AERO ESPACE TOULOUSE;0312760G;ISAE;FR0041;Q155446;https://www.wikidata.org/entity/Q155446;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;10  AVENUE EDOUARD BELIN;;BP54032;31055;TOULOUSE CEDEX 4;;ING;580
Aquitaine - Limousin - Poitou-Charentes>Bordeaux>Gironde>Bordeaux>Bordeaux;Université Bordeaux-Montaigne;Université;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE DE BORDEAUX - UNIVERSITÉ BORDEAUX 3;44.8304338356,-0.562344846295;Institut universitaire de technologie;;1971-06-05;971;Universités et INP hors écoles d'ingenieurs;0331420P;0331766R;UNIVERSITE BORDEAUX 3;0331766R;UBM;FR0046;Q13342;https://www.wikidata.org/entity/Q13342;;;33063;Bordeaux;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;100;;1  RUE JACQUES ELLUL;;;33080;BORDEAUX CEDEX;;UNIV;542
Aquitaine - Limousin - Poitou-Charentes>Bordeaux>Lot-et-Garonne>Agen>Agen;Université de Bordeaux;Université;DEPARTEMENT UNIVERSITAIRE DE SCIENCES D AGEN;44.1837097871,0.624289921382;Antenne délocalisée d'une composante d'université;;1993-10-28;254;Universités et INP hors écoles d'ingenieurs;0470926B;0331998T;DEPARTEMENT DE LICENCE;0333298F;;;Q13344;https://www.wikidata.org/entity/Q13344;grid.10839.33;https://www.grid.ac/institutes/grid.10839.33;47001;Agen;UU47501;Agen;D047;Lot-et-Garonne;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;100;;;CAMPUS M SERRES AVENUE D;;47000;AGEN;;UNIV;530
Aquitaine - Limousin - Poitou-Charentes>Bordeaux>Gironde>Bordeaux>Pessac;Université de Bordeaux;Université;SERVICE UNIVERSITAIRE DES ACTIVITES PHYSIQUES ET SPORTIVES;44.7992910675,-0.613911889088;Service commun d'activités physique et sportive;Activités physique et sportive;1993-08-07;;Services communs des universités;0332905D;0333298F;UNIVERSITÉ DE BORDEAUX;0333298F;;;Q13344;https://www.wikidata.org/entity/Q13344;grid.10839.33;https://www.grid.ac/institutes/grid.10839.33;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;100;;AVENUE LEON DUGUIT;;;33608;PESSAC CEDEX;;SERV;529
Languedoc-Roussillon - Midi-Pyrénées>Montpellier>Hérault>Béziers>Béziers;Université Montpellier 3 - Paul-Valéry;Université;ANTENNE DE LA FACULTÉ DES SCIENCES SOCIALES, DES ORGANISATIONS ET  DES INSTITUTIONS, UNIVERSITÉ DE MONTPELLIER 3;43.3466931201,3.22250195537;Antenne délocalisée d'une composante d'université;;2009-05-05;146;Universités et INP hors écoles d'ingenieurs;0342251M;0341131V;FAC SC SOCIALES ORGA INSTIT;0341089Z;UPV;FR0055;Q2912244;https://www.wikidata.org/entity/Q2912244;grid.440910.8;https://www.grid.ac/institutes/grid.440910.8;34032;Béziers;UU34501;Béziers;D034;Hérault;A11;Montpellier;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;3 ALLÉE DOYEN NERSON;;BP310;34506;BEZIERS CEDEX;;UNIV;530
Bretagne>Rennes>Côtes-d'Armor>Saint-Brieuc>Saint-Brieuc;Université de Rennes 1;Université;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE DE SAINT-BRIEUC, UNIVERSITÉ RENNES 1;48.5116056114,-2.7395262045099997;Institut universitaire de technologie;;1993-01-09;608;Universités et INP hors écoles d'ingenieurs;0221848P;0350936C;UNIVERSITE RENNES 1;0350936C;;FR0062;Q726595;https://www.wikidata.org/entity/Q726595;grid.410368.8;https://www.grid.ac/institutes/grid.410368.8;22278;Saint-Brieuc;UU22501;Saint-Brieuc;D022;Côtes-d'Armor;A14;Rennes;R53;Bretagne;100;;18  RUE HENRI WALLON;;BP406;22004;ST BRIEUC CEDEX 1;;UNIV;542
Bretagne>Rennes>Ille-et-Vilaine>Rennes>Rennes;Université Rennes 2;Université;UNITE DE FORMATION ET DE RECHERCHE D'ARTS-LETTRES-COMMUNICATION,    UNIVERSITE DE RENNES 2;48.1191077626,-1.64047456038;Unité de formation et de recherche (hors santé);;1994-01-09;6056;Universités et INP hors écoles d'ingenieurs;0352424V;0350937D;UNIVERSITE RENNES 2;0350937D;;FR0063;Q459026;https://www.wikidata.org/entity/Q459026;grid.11619.3e;https://www.grid.ac/institutes/grid.11619.3e;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;100;CAMPUS DE VILLEJEAN;PLACE DU RECTEUR HENRI LE MOAL;;BP24307;35043;RENNES CEDEX;;UNIV;539
Centre-Val de Loire>Orléans-Tours>Loir-et-Cher>Blois>Blois;Université François-Rabelais;Université;ANTENNE UFR SCIENCES ET TECHNIQUES;47.5900307322,1.3365641943;Antenne délocalisée d'une composante d'université;;2008-01-01;;Universités et INP hors écoles d'ingenieurs;0411001R;0371084C;UFR SCIENCES ET TECHNIQUES;0370800U;;FR0070;Q494335;https://www.wikidata.org/entity/Q494335;grid.12366.30;https://www.grid.ac/institutes/grid.12366.30;41018;Blois;UU41501;Blois;D041;Loir-et-Cher;A18;Orléans-Tours;R24;Centre-Val de Loire;100;;3  PLACE JEAN JAURES;;;41000;BLOIS;;UNIV;530
