rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips_voie_gt;ips_voie_pro;ips_ensemble_gt_pro;ecart_type_de_l_ips_voie_gt;ecart_type_de_l_ips_voie_pro
2019-2020;ORLEANS-TOURS;41;LOIR-ET-CHER;0410036S;LYCEE PROFESSIONNEL DENIS PAPIN;41194;ROMORANTIN LANTHENAY;public;LP;;81.5;81.5;;26.0
2019-2020;ORLEANS-TOURS;41;LOIR-ET-CHER;0410693F;LYCEE POLYVALENT PRIVE LA PROVIDENCE LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ORGANISATIONS;41018;BLOIS;privé sous contrat;LPO;104.3;89.5;94.9;33.0;29.8
2019-2020;ORLEANS-TOURS;41;LOIR-ET-CHER;0410954P;LYCEE POLYVALENT PRIVE SAINT JOSEPH;41269;VENDOME;privé sous contrat;LPO;129.0;89.0;112.4;27.2;29.4
2019-2020;LYON;42;LOIRE;0420008F;LYCEE POLYVALENT JEREMIE DE LA RUE;42052;CHARLIEU;public;LPO;114.7;89.3;109.6;31.2;30.4
2019-2020;LYON;42;LOIRE;0420014M;LYCEE GENERAL ET TECHNOLOGIQUE JACOB HOLTZER;42095;FIRMINY;public;LEGT;108.0;;108.0;34.0;
2019-2020;LYON;42;LOIRE;0420033H;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT THOMAS;42187;ROANNE;public;LEGT;97.8;;97.8;31.9;
2019-2020;LYON;42;LOIRE;0420041S;LYCEE GENERAL CLAUDE FAURIEL;42218;SAINT ETIENNE;public;LEGT;113.1;;113.1;39.4;
2019-2020;LYON;42;LOIRE;0420077F;LYCEE PROFESSIONNEL ALBERT THOMAS;42187;ROANNE;public;LP;;78.5;78.5;;25.7
2019-2020;LYON;42;LOIRE;0420979L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE TEZENAS DU MONTCEL LYCEE DES METIERS DE LA GESTION ET DU COMMERCE;42218;SAINT ETIENNE;privé sous contrat;LEGT;102.3;;102.3;36.4;
2019-2020;LYON;42;LOIRE;0421736J;LYCEE PROFESSIONNEL HOTELIER LYCEE DES METIERS DE LA RESTAURATION ET DES METIERS DE BOUCHE;42207;SAINT CHAMOND;public;LP;;88.4;88.4;;31.2
2019-2020;LYON;42;LOIRE;0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;42223;SAINT GENEST LERPT;privé sous contrat;LPO;111.9;97.9;101.1;37.2;35.9
2019-2020;LYON;42;LOIRE;0422284E;LYCEE GENERAL ET TECHNOLOGIQUE DES HORIZONS;42059;CHAZELLES SUR LYON;public;LEGT;120.7;;120.7;32.6;
2019-2020;CLERMONT-FERRAND;43;HAUTE-LOIRE;0430053Z;LYCEE POLYVALENT PRIVE SAINT JULIEN;43040;BRIOUDE;privé sous contrat;LPO;104.2;98.5;103.1;31.6;32.6
2019-2020;CLERMONT-FERRAND;43;HAUTE-LOIRE;0430968U;LYCEE PRIVE EUROPEEN SAINT JACQUES DE COMPOSTELLE;43157;LE PUY EN VELAY;privé sous contrat;LEGT;118.7;;118.7;31.6;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440021J;LYCEE GENERAL CLEMENCEAU;44109;NANTES;public;LEGT;138.6;;138.6;34.6;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440086E;LYCEE GENERAL ET TECHNOLOGIQUE LA COLINIERE;44109;NANTES;public;LEGT;115.1;;115.1;36.6;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440119R;LYCEE PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION ET DE LA SANTE;44184;SAINT NAZAIRE;privé sous contrat;LPO;118.8;110.6;113.2;30.8;29.9
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440172Y;LYCEE GENERAL PRIVE LA PERVERIE SACRE COEUR;44109;NANTES;privé sous contrat;LEGT;143.5;;143.5;25.7;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440176C;LYCEE GENERAL PRIVE SAINT DOMINIQUE;44162;SAINT HERBLAIN;privé sous contrat;LEGT;133.4;;133.4;25.8;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440178E;LYCEE GENERAL PRIVE NOTRE DAME D ESPERANCE;44184;SAINT NAZAIRE;privé sous contrat;LEGT;125.3;;125.3;32.5;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440201E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;44087;MACHECOUL SAINT MEME;privé sous contrat;LEGT;118.2;;118.2;35.0;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440274J;LYCEE POLYVALENT PRIVE NOTRE DAME;44143;REZE;privé sous contrat;LPO;119.6;90.3;110.8;33.7;27.8
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440307V;LYCEE PROFESSIONNEL PRIVE SAINTE THERESE;44184;SAINT NAZAIRE;privé sous contrat;LP;;99.0;99.0;;28.6
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0440541Z;LYCEE PROFESSIONNEL DES TROIS RIVIERES;44129;PONTCHATEAU;public;LP;;91.5;91.5;;28.9
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0441982R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BRETAGNE;44109;NANTES;privé sous contrat;LEGT;123.2;;123.2;34.4;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0442071M;LYCEE PROFESSIONNEL PRIVE DANIEL BROTTIER;44020;BOUGUENAIS;privé sous contrat;LP;;100.0;100.0;;34.1
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0442112G;LYCEE GENERAL GALILEE;44069;GUERANDE;public;LEGT;115.1;;115.1;33.2;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0442273G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE CHARLES PEGUY;44064;GORGES;privé sous contrat;LEGT;110.7;;110.7;32.5;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0442778F;LYCEE GENERAL PRIVE SAINT MARTIN;44110;NORT SUR ERDRE;privé sous contrat;LEGT;119.4;;119.4;35.5;
2019-2020;NANTES;44;LOIRE-ATLANTIQUE;0442834S;LYCEE GENERAL ET TECHNOLOGIQUE HONORE D ESTIENNE D ORVES;44026;CARQUEFOU;public;LEGT;131.2;;131.2;32.6;
2019-2020;ORLEANS-TOURS;45;LOIRET;0450040Z;LYCEE GENERAL ET TECHNOLOGIQUE EN FORET;45208;MONTARGIS;public;LEGT;105.5;;105.5;34.9;
2019-2020;ORLEANS-TOURS;45;LOIRET;0450042B;LYCEE GENERAL ET TECHNOLOGIQUE DURZY;45338;VILLEMANDEUR;public;LEGT;107.7;;107.7;35.3;
2019-2020;ORLEANS-TOURS;45;LOIRET;0450043C;LYCEE PROFESSIONNEL JEANNETTE VERDIER;45208;MONTARGIS;public;LP;;80.6;80.6;;26.5
2019-2020;ORLEANS-TOURS;45;LOIRET;0450051L;LYCEE POLYVALENT BENJAMIN FRANKLIN;45234;ORLEANS;public;LPO;105.6;84.4;102.3;35.9;29.9
2019-2020;ORLEANS-TOURS;45;LOIRET;0450064A;LYCEE PROFESSIONNEL GAUDIER BRZESKA LYCEE DES METIERS DU BATIMENT ET DE L ENERGIE DES TRAVAUX PUBLICS ET DU GEOMETRE;45284;SAINT JEAN DE BRAYE;public;LPO;121.8;89.3;92.3;35.6;28.7
2019-2020;ORLEANS-TOURS;45;LOIRET;0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;45155;GIEN;privé sous contrat;LPO;112.3;90.6;108.2;34.7;28.6
2019-2020;ORLEANS-TOURS;45;LOIRET;0450110A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT CHARLES;45234;ORLEANS;privé sous contrat;LEGT;135.5;;135.5;29.3;
2019-2020;ORLEANS-TOURS;45;LOIRET;0450757D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE CROIX SAINT EUVERTE;45234;ORLEANS;privé sous contrat;LEGT;124.3;;124.3;33.1;
2019-2020;ORLEANS-TOURS;45;LOIRET;0450758E;LYCEE POLYVALENT PRIVE ST PAUL BOURDON BLANC LYCEE DES METIERS DU MANAGEMENT ET DE LA COMMUNICATION;45234;ORLEANS;privé sous contrat;LPO;116.1;90.2;100.9;34.0;30.0
2019-2020;ORLEANS-TOURS;45;LOIRET;0450786K;LYCEE PROFESSIONNEL PAUL GAUGUIN LYCEE DES METIERS DES SERVICES;45234;ORLEANS;public;LP;;80.4;80.4;;27.8
2019-2020;ORLEANS-TOURS;45;LOIRET;0451483T;LYCEE POLYVALENT MAURICE GENEVOIX;45169;INGRE;public;LPO;115.6;94.0;113.6;33.6;31.7
2019-2020;ORLEANS-TOURS;45;LOIRET;0451590J;LYCEE PROFESSIONNEL PRIVE STE CROIX STE EUVERTE LYCEE DES METIERS DES TECHNIQUES INDUSTRIELLES DE LA COMMERCIALISATION DE LA SANTE ET DU SOCIAL;45234;ORLEANS;privé sous contrat;LP;;95.3;95.3;;31.0
2019-2020;TOULOUSE;46;LOT;0460050E;LYCEE PROFESSIONNEL PRIVE SAINT ETIENNE;46042;CAHORS;privé sous contrat;LP;;102.9;102.9;;35.7
2019-2020;BORDEAUX;47;LOT-ET-GARONNE;0470001W;LYCEE GENERAL ET TECHNOLOGIQUE BERNARD PALISSY;47001;AGEN;public;LPO;114.7;66.0;114.7;36.8;0.0
2019-2020;BORDEAUX;47;LOT-ET-GARONNE;0470065R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE CATHERINE;47323;VILLENEUVE SUR LOT;privé sous contrat;LEGT;114.1;;114.1;33.0;
2019-2020;BORDEAUX;47;LOT-ET-GARONNE;0470730N;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA COMPASSION;47157;MARMANDE;privé sous contrat;LP;;82.2;82.2;;28.7
2019-2020;BORDEAUX;47;LOT-ET-GARONNE;0470782V;LYCEE PROFESSIONNEL JEAN MONNET;47100;FOULAYRONNES;public;LP;;89.0;89.0;;31.2
2019-2020;MONTPELLIER;48;LOZERE;0480022N;LYCEE POLYVALENT PRIVE SAINT PIERRE SAINT PAUL;48080;LANGOGNE;privé sous contrat;LPO;110.4;100.1;105.5;32.2;27.9
2019-2020;MONTPELLIER;48;LOZERE;0480023P;LYCEE POLYVALENT PRIVE SAINT JOSEPH LYCEE DES METIERS DES SERVICES ET SOINS A LA PERSONNE;48092;MARVEJOLS;privé sous contrat;LPO;113.3;99.4;106.8;29.9;28.9
2019-2020;NANTES;49;MAINE-ET-LOIRE;0490003M;LYCEE POLYVALENT CHEVROLLIER LYCEE DES METIERS DES TECHNOLOGIES NUMERIQUES;49007;ANGERS;public;LPO;111.6;93.6;108.6;37.8;32.5
2019-2020;NANTES;49;MAINE-ET-LOIRE;0490801E;LYCEE PROFESSIONNEL PAUL EMILE VICTOR;49015;AVRILLE;public;LP;;80.4;80.4;;27.6
2019-2020;NANTES;49;MAINE-ET-LOIRE;0490837U;LYCEE GENERAL PRIVE NOTRE DAME;49092;CHEMILLE EN ANJOU;privé sous contrat;LEGT;113.1;;113.1;29.9;
2019-2020;NANTES;49;MAINE-ET-LOIRE;0490886X;LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE LYCEE DES METIERS DE LA VENTE DE LA GESTION ET DU SECRETARIAT;49099;CHOLET;privé sous contrat;LP;;102.0;102.0;;28.6
2019-2020;NANTES;49;MAINE-ET-LOIRE;0490903R;LYCEE PROFESSIONNEL PRIVE LE PINIER NEUF LYCEE DES METIERS DE LA MAINTENANCE DE L ENERGIE DE LA CONSTRUCTION;49023;BEAUPREAU EN MAUGES;privé sous contrat;LP;;98.9;98.9;;27.2
2019-2020;NANTES;49;MAINE-ET-LOIRE;0491646Y;LYCEE PROFESSIONNEL LUDOVIC MENARD;49353;TRELAZE;public;LP;;77.1;77.1;;25.4
2019-2020;NANTES;49;MAINE-ET-LOIRE;0491966W;LYCEE GENERAL ET TECHNOLOGIQUE HENRI BERGSON;49007;ANGERS;public;LEGT;121.8;;121.8;34.0;
2019-2020;NANTES;49;MAINE-ET-LOIRE;0492089E;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;49007;ANGERS;public;LEGT;112.4;;112.4;34.6;
2019-2020;NANTES;49;MAINE-ET-LOIRE;0492148U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BODIN;49246;LES PONTS DE CE;public;LEGT;119.7;;119.7;33.9;
2019-2020;CAEN;50;MANCHE;0500026G;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES FRANCOIS LEBRUN;50147;COUTANCES;public;LEGT;108.7;;108.7;34.0;
2019-2020;CAEN;50;MANCHE;0500116E;LYCEE GENERAL PRIVE JEAN PAUL II;50147;COUTANCES;privé sous contrat;LEGT;113.9;;113.9;32.7;
2019-2020;CAEN;50;MANCHE;0500119H;LYCEE GENERAL PRIVE SEVIGNE;50218;GRANVILLE;privé sous contrat;LEGT;116.6;;116.6;31.9;
2019-2020;CAEN;50;MANCHE;0501788X;LYCEE PROFESSIONNEL PRIVE LA BUCAILLE;50129;CHERBOURG EN COTENTIN;privé sous contrat;LP;;91.5;91.5;;31.1
2019-2020;CAEN;50;MANCHE;0501825M;LYCEE PROFESSIONNEL PRIVE INSTITUT SAINT LO;50002;AGNEAUX;privé sous contrat;LP;;102.1;102.1;;31.6
2019-2020;CAEN;50;MANCHE;0501828R;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR GRIGNARD;50129;CHERBOURG EN COTENTIN;public;LEGT;115.3;;115.3;37.7;
2019-2020;CAEN;50;MANCHE;0502009M;LYCEE PROFESSIONNEL THOMAS PESQUET LYCEE DES METIERS;50147;COUTANCES;public;LP;;87.4;87.4;;27.6
2019-2020;REIMS;51;MARNE;0510038P;LYCEE PROFESSIONNEL EUROPE LYCEE DES METIERS DES SOINS PERSONNELS ET SERVICES A LA PERSONNE;51454;REIMS;public;LP;;80.0;80.0;;27.7
2019-2020;REIMS;51;MARNE;0510068X;LYCEE POLYVALENT EUROPEEN STEPHANE HESSEL LYCEE DES METIERS INDUSTRIELS ET TERTIAIRES DU VIGNOBLE;51230;EPERNAY;public;LPO;108.1;81.8;103.1;33.5;26.2
2019-2020;REIMS;51;MARNE;0511149X;LYCEE PROFESSIONNEL PRIVE SAINTE MARIE;51230;EPERNAY;privé sous contrat;LP;;96.3;96.3;;32.2
2019-2020;REIMS;51;MARNE;0511926S;LYCEE GENERAL ET TECHNOLOGIQUE MARC CHAGALL;51454;REIMS;public;LEGT;124.3;;124.3;36.0;
2019-2020;REIMS;52;HAUTE-MARNE;0520008B;LYCEE PROFESSIONNEL EUGENE DECOMBLE;52121;CHAUMONT;public;LP;;85.7;85.7;;25.9
2019-2020;REIMS;52;HAUTE-MARNE;0520685M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE OUDINOT;52121;CHAUMONT;privé sous contrat;LEGT;114.6;;114.6;29.9;
2019-2020;REIMS;52;HAUTE-MARNE;0520844K;LYCEE GENERAL ET TECHNOLOGIQUE EDME BOUCHARDON;52121;CHAUMONT;public;LEGT;102.7;;102.7;34.7;
2019-2020;NANTES;53;MAYENNE;0530046M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT MICHEL;53062;CHATEAU GONTIER SUR MAYENNE;privé sous contrat;LEGT;119.0;;119.0;29.3;
2019-2020;NANTES;53;MAYENNE;0530052U;LYCEE GENERAL PRIVE DON BOSCO;53147;MAYENNE;privé sous contrat;LEGT;109.4;;109.4;32.4;
2019-2020;NANTES;53;MAYENNE;0530778H;LYCEE PROFESSIONNEL GASTON LESNARD LYCEE DES METIERS DU BATIMENT;53130;LAVAL;public;LP;;91.6;91.6;;33.0
